Movie Name,Genre,has_woman_first_name,has_man_first_name,has_last_name,has_complete_woman_name,has_complete_man_name,names_found
Giorni da Leone,Fiction,False,True,True,False,True,['Leone']
"Giovanni Falcone, l'uomo che sfidò Cosa Nostra",Fiction,False,True,True,False,True,"['Giovanni', 'Falcone', 'Giovanni Falcone']"
Giovanni Paolo II,Fiction,False,True,False,False,False,"['Giovanni', 'Paolo']"
Giuseppe,Fiction,False,True,False,False,False,['Giuseppe']
Giuseppe Moscati - L'amore che guarisce,Fiction,False,True,True,False,True,['Giuseppe Moscati']
Gli orologi del diavolo,Fiction,False,False,False,False,False,[]
Gloria,Fiction,True,False,False,False,False,['Gloria']
Gulliver,Fiction,False,False,True,False,False,['Gulliver']
Ho sposato uno sbirro,Fiction,False,False,False,False,False,[]
I Bastardi di Pizzofalcone,Fiction,False,False,False,False,False,[]
I casi di Teresa Battaglia,Fiction,True,False,True,True,False,"['Teresa', 'Battaglia', 'Teresa Battaglia']"
I fantasmi di Portopalo,Fiction,False,False,False,False,False,[]
I figli di Medea,Fiction,True,False,False,False,False,['Medea']
I fratelli Karamazov - Lo sceneggiato,Fiction,False,False,True,False,False,['Karamazov']
I giocatori,Fiction,False,False,False,False,False,[]
I giochi del diavolo,Fiction,False,False,False,False,False,[]
I grandi camaleonti,Fiction,False,False,False,False,False,[]
I Medici,Fiction,False,False,True,False,False,['Medici']
I mille giorni di Mafia Capitale,Fiction,False,False,False,False,False,[]
I miserabili,Fiction,False,False,False,False,False,[]
I Nicotera,Fiction,False,False,True,False,False,['Nicotera']
I nostri figli,Fiction,False,False,False,False,False,[]
I Promessi Sposi,Fiction,False,False,False,False,False,[]
I promessi sposi (1989),Fiction,False,False,False,False,False,[]
I promessi sposi - Il Trio,Fiction,False,False,False,False,False,[]
I racconti del faro,Fiction,False,False,False,False,False,[]
I racconti del maresciallo,Fiction,False,False,False,False,False,[]
I racconti di Padre Brown,Fiction,False,True,True,False,True,['Padre Brown']
I ragazzi del muretto,Fiction,False,False,False,False,False,[]
I ragazzi dello Zecchino d'Oro,Fiction,False,False,False,False,False,[]
I ragazzi di via Panisperna,Fiction,False,False,False,False,False,[]
I topi,Fiction,False,False,False,False,False,[]
I tre moschettieri - Lo sceneggiato,Fiction,False,False,False,False,False,[]
I vecchi e i giovani,Fiction,False,False,False,False,False,[]
Il bambino cattivo,Fiction,False,False,False,False,False,[]
Il bambino della domenica,Fiction,False,False,False,False,False,[]
Il bar del Cassarà,Fiction,False,False,True,False,False,['Cassarà']
Il bell'Antonio,Fiction,False,True,False,False,False,['Antonio']
Il Cacciatore,Fiction,False,False,False,False,False,[]
Il Capitano Maria,Fiction,True,False,False,False,False,['Maria']
Il caso Enzo Tortora,Fiction,False,True,True,False,True,['Enzo Tortora']
Il Circolo Pickwick,Fiction,False,False,True,False,False,['Pickwick']
Il clandestino,Fiction,False,False,False,False,False,[]
Il commissario Corso,Fiction,False,False,True,False,False,['Corso']
Il commissario Manara,Fiction,False,False,True,False,False,['Manara']
Il commissario Nardone,Fiction,False,False,True,False,False,['Nardone']
Il commissario Ricciardi,Fiction,False,False,True,False,False,['Ricciardi']
Il confine,Fiction,False,False,False,False,False,[]
Il conte di Montecristo - Lo sceneggiato,Fiction,False,False,True,False,False,['Montecristo']
Il coraggio di Angela,Fiction,True,False,False,False,False,['Angela']
Il coraggio di vincere,Fiction,False,False,False,False,False,[]
Il cuore nel pozzo,Fiction,False,False,False,False,False,[]
Il fascino dell'insolito,Fiction,False,False,False,False,False,[]
Il figlio della Luna,Fiction,False,False,False,False,False,[]
Il fulgore di Dony,Fiction,False,True,False,False,False,['Dony']
Il furto della Gioconda,Fiction,False,False,False,False,False,[]
Il gabbiano,Fiction,False,False,False,False,False,[]
Il Generale Della Rovere,Fiction,False,False,True,False,False,['Della Rovere']
Il giocatore,Fiction,False,False,False,False,False,[]
Il giornalino di Gian Burrasca,Fiction,False,True,False,False,False,['Gian']
Il giovane Montalbano,Fiction,False,False,True,False,False,['Montalbano']
Il giovane Mussolini,Fiction,False,False,True,False,False,['Mussolini']
Il giro del mondo in 80 giorni,Fiction,False,False,False,False,False,[]
Il giudice e il suo boia,Fiction,False,False,False,False,False,[]
Il giudice istruttore,Fiction,False,False,False,False,False,[]
Il giudice meschino,Fiction,False,False,False,False,False,[]
Il Grande Torino,Fiction,False,False,False,False,False,[]
Il maresciallo Rocca,Fiction,False,False,True,False,False,['Rocca']
Il marito geloso,Fiction,False,False,False,False,False,[]
Il mondo sulle spalle,Fiction,False,False,False,False,False,[]
Il mulino del Po - Lo sceneggiato,Fiction,False,False,False,False,False,[]
Il nostro generale,Fiction,False,False,False,False,False,[]
Il paese delle piccole piogge,Fiction,False,False,False,False,False,[]
Il piccolo lord - Lo sceneggiato,Fiction,False,False,False,False,False,[]
Il Pirata - Marco Pantani,Fiction,False,True,True,False,True,"['Marco', 'Pantani']"
Il processo,Fiction,False,False,False,False,False,[]
Il restauratore,Fiction,False,False,False,False,False,[]
Il ritorno di Casanova,Fiction,False,False,True,False,False,['Casanova']
Il ritorno di Ulisse,Fiction,False,True,False,False,False,['Ulisse']
Il salotto di Oscar Wilde ,Fiction,False,True,True,False,True,['Oscar Wilde']
Il Santone - #lepiubellefrasidioscio,Fiction,False,False,False,False,False,[]
Il segno del comando,Fiction,False,False,False,False,False,[]
Il segreto del Sahara,Fiction,False,False,False,False,False,[]
Il segreto dell'acqua,Fiction,False,False,False,False,False,[]
Il Segreto di Arianna,Fiction,True,False,False,False,False,['Arianna']
Il Signore della truffa,Fiction,False,False,False,False,False,[]
Il sindaco pescatore,Fiction,False,False,False,False,False,[]
Il sistema,Fiction,False,False,False,False,False,[]
Il sorteggio,Fiction,False,False,False,False,False,[]
Il sospetto - Lo sceneggiato,Fiction,False,False,False,False,False,[]
Il treno di Lenin,Fiction,False,True,True,False,True,['Lenin']
Il triangolo rosso,Fiction,False,False,False,False,False,[]
Il Veterinario,Fiction,False,False,False,False,False,[]
Ilaria Alpi - L'ultimo viaggio,Fiction,True,False,True,True,False,"['Ilaria', 'Alpi', 'Ilaria Alpi']"
Imma Tataranni - Sostituto procuratore,Fiction,True,False,True,True,False,['Imma Tataranni']
Impazienti,Fiction,False,False,False,False,False,[]
In arte Nino,Fiction,False,True,False,False,False,['Nino']
In punta di piedi,Fiction,False,False,False,False,False,[]
Incantesimo,Fiction,False,False,False,False,False,[]
Io ci sono,Fiction,False,False,False,False,False,[]
Io non mi arrendo,Fiction,False,False,False,False,False,[]
"Io ricordo, Piazza Fontana",Fiction,False,False,False,False,False,[]
Io sono Libero,Fiction,False,True,False,False,False,['Libero']
Io sono Mia,Fiction,True,False,False,False,False,['Mia']
Io ti cercherò,Fiction,False,False,False,False,False,[]
Io tra 20 anni,Fiction,False,False,False,False,False,[]
Italian Detective,Fiction,False,False,False,False,False,[]
Italian Restaurant,Fiction,False,False,False,False,False,[]
Jack London - L'avventura del grande Nord,Fiction,False,True,True,False,True,['Jack London']
Jazz band,Fiction,False,False,False,False,False,[]
Jesus,Fiction,False,True,False,False,False,['Jesus']
Joe Petrosino - Lo sceneggiato,Fiction,False,True,True,False,True,['Joe Petrosino']
Kaos - Episodi,Fiction,False,False,False,False,False,[]
Kostas,Fiction,False,True,False,False,False,['Kostas']
L'affare Dreyfus,Fiction,False,False,True,False,False,['Dreyfus']
L'allieva,Fiction,False,False,False,False,False,[]
L'Alligatore,Fiction,False,False,False,False,False,[]
L'amaro caso della Baronessa di Carini,Fiction,False,False,False,False,False,[]
L'amica geniale,Fiction,False,False,False,False,False,[]
L'amore al tempo del precariato,Fiction,False,False,False,False,False,[]
L'angelo di Sarajevo,Fiction,False,False,False,False,False,[]
L'Aquila - Grandi speranze,Fiction,False,False,False,False,False,[]
L'attentatuni - Il grande attentato,Fiction,False,False,False,False,False,[]
L'avvocato delle donne,Fiction,False,False,False,False,False,[]
L'effetto Dorothy,Fiction,True,False,False,False,False,['Dorothy']
L'eredità della priora,Fiction,False,False,False,False,False,[]
L'idiota,Fiction,False,False,False,False,False,[]
L'inchiesta - Anno Domini XXXIII ,Fiction,False,False,False,False,False,[]
L'indizio - 5 inchieste per un commissario,Fiction,False,False,False,False,False,[]
L'isola del tesoro (1987),Fiction,False,False,False,False,False,[]
L'isola del tesoro - Lo sceneggiato,Fiction,False,False,False,False,False,[]
L'Ispettore Coliandro,Fiction,False,False,True,False,False,['Coliandro']
L'Olimpiade nascosta,Fiction,False,False,False,False,False,[]
L'Oriana,Fiction,True,False,False,False,False,['Oriana']
L'oro di Scampia,Fiction,False,False,False,False,False,[]
L'ultimo dei Corleonesi,Fiction,False,False,True,False,False,['Corleonesi']
L'ultimo Papa Re,Fiction,False,False,False,False,False,[]
L'uomo che cavalcava nel buio,Fiction,False,False,False,False,False,[]
L'uomo che sognava con le aquile,Fiction,False,False,False,False,False,[]
L'uomo dal fiore in bocca,Fiction,False,False,False,False,False,[]
La bambina che non voleva cantare,Fiction,False,False,False,False,False,[]
La Baronessa di Carini,Fiction,False,False,False,False,False,[]
La buona battaglia - Don Pietro Pappagallo,Fiction,False,True,True,False,True,"['Pietro', 'Pappagallo', 'Pietro Pappagallo']"
La Certosa di Parma,Fiction,False,False,False,False,False,[]
La Certosa di Parma - Lo sceneggiato,Fiction,False,False,False,False,False,[]
La cittadella,Fiction,False,False,False,False,False,[]
La cittadella - Lo sceneggiato,Fiction,False,False,False,False,False,[]
La classe degli asini,Fiction,False,False,False,False,False,[]
La Compagnia del Cigno,Fiction,False,False,False,False,False,[]
La coscienza di Zeno,Fiction,False,True,False,False,False,['Zeno']
La Dama Velata,Fiction,False,False,False,False,False,[]
La donna della domenica,Fiction,False,False,False,False,False,[]
La famiglia Benvenuti,Fiction,False,False,True,False,False,['Benvenuti']
La farfalla granata,Fiction,False,False,False,False,False,[]
La fiera della vanità,Fiction,False,False,False,False,False,[]
La figlia del Capitano,Fiction,False,False,False,False,False,[]
La freccia nera,Fiction,False,False,False,False,False,[]
La fuga degli innocenti,Fiction,False,False,False,False,False,[]
La fuggitiva,Fiction,False,False,False,False,False,[]
La governante,Fiction,False,False,False,False,False,[]
La guerra è finita,Fiction,False,False,False,False,False,[]
La guerra è finita (2002),Fiction,False,False,False,False,False,[]
La leggenda del bandito e del campione,Fiction,False,False,False,False,False,[]
La luce nella masseria,Fiction,False,False,False,False,False,[]
La lunga notte - La caduta del Duce,Fiction,False,False,False,False,False,[]
La mafia uccide solo d'estate - La serie,Fiction,False,False,False,False,False,[]
La meglio gioventù,Fiction,False,False,False,False,False,[]
La mia bella famiglia italiana,Fiction,False,False,False,False,False,[]
La mia casa è piena di specchi,Fiction,False,False,False,False,False,[]
La mia jungla,Fiction,False,False,False,False,False,[]
La Narcotici,Fiction,False,False,False,False,False,[]
La pietra di Marco Polo,Fiction,False,True,True,False,True,['Marco Polo']
La piovra,Fiction,False,False,False,False,False,[]
La porta rossa,Fiction,False,False,False,False,False,[]
La porta sul buio,Fiction,False,False,False,False,False,[]
La Provinciale,Fiction,False,False,False,False,False,[]
La ragazza americana,Fiction,False,False,False,False,False,[]
La Rosa dell'Istria,Fiction,False,False,False,False,False,[]
La rossa del Roxy Bar,Fiction,False,False,False,False,False,[]
La scelta di Catia - 80 miglia a sud di Lampedusa,Fiction,True,False,False,False,False,['Catia']
La scuola della notte,Fiction,False,False,False,False,False,[]
La Sposa,Fiction,False,False,False,False,False,[]
La Squadra,Fiction,False,False,False,False,False,[]
La Stella della Porta Accanto,Fiction,False,False,False,False,False,[]
La stoccata vincente,Fiction,False,False,False,False,False,[]
La Storia,Fiction,False,False,False,False,False,[]
La Storia (1986),Fiction,False,False,False,False,False,[]
La strada di casa ,Fiction,False,False,False,False,False,[]
La Tassista,Fiction,False,False,False,False,False,[]
La trincea,Fiction,False,False,False,False,False,[]
La vita di Leonardo da Vinci,Fiction,False,True,True,False,True,['Leonardo da Vinci']
La vita promessa,Fiction,False,False,False,False,False,[]
Le avventure di Ciuffettino,Fiction,False,False,False,False,False,['Ciuffettino']
Le avventure di Laura Storm,Fiction,True,False,True,True,False,"['Laura', 'Storm', 'Laura Storm']"
Le avventure di Pinocchio,Fiction,False,True,False,False,False,['Pinocchio']
Le cose che restano,Fiction,False,False,False,False,False,[]
Le donne balorde,Fiction,False,False,False,False,False,[]
Le donne del tenente Sheridan,Fiction,False,False,True,False,False,['Sheridan']
Le due vite di Mattia Pascal,Fiction,False,True,True,False,True,['Mattia Pascal']
Le indagini di Lolita Lobosco,Fiction,True,False,True,True,False,['Lolita Lobosco']
Le mani sporche,Fiction,False,False,False,False,False,[]
Le mie prigioni,Fiction,False,False,False,False,False,[]
Le Mille e una Notte - Aladino e Sherazade,Fiction,True,True,False,False,False,"['Sherazade', 'Aladino']"
Le ragazze di piazza di Spagna,Fiction,False,False,False,False,False,[]
Le ragioni del cuore,Fiction,False,False,False,False,False,[]
Lea,Fiction,True,False,False,False,False,['Lea']
Leonardo,Fiction,False,True,False,False,False,['Leonardo']
Libera,Fiction,True,False,False,False,False,['Libera']
Liberi di giocare,Fiction,False,False,False,False,False,[]
Liberi di scegliere,Fiction,False,False,False,False,False,[]
Liberi tutti,Fiction,False,False,False,False,False,[]
Ligabue,Fiction,False,False,True,False,False,['Ligabue']
Linda e il Brigadiere,Fiction,True,False,False,False,False,['Linda']
Lo scandalo della Banca Romana,Fiction,False,False,False,False,False,[]
Lontana da me,Fiction,False,False,False,False,False,[]
Lourdes,Fiction,True,False,False,False,False,['Lourdes']
Luigi Ganna detective,Fiction,False,True,True,False,True,['Luigi Ganna']
Luisa Sanfelice,Fiction,True,False,True,True,False,"['Luisa', 'Sanfelice']"
Luisa Spagnoli,Fiction,True,False,True,True,False,"['Luisa', 'Spagnoli']"
Lungo il fiume e sull'acqua,Fiction,False,False,False,False,False,[]
Madame Bovary,Fiction,False,False,True,False,False,['Bovary']
"Madre, aiutami",Fiction,False,False,False,False,False,[]
Mai per Amore,Fiction,True,False,False,False,False,['Mai']
Mai storie d'amore in cucina,Fiction,True,False,False,False,False,['Mai']
Mala vita,Fiction,False,False,False,False,False,[]
Malombra - Lo sceneggiato,Fiction,False,False,False,False,False,[]
Maltese - Il romanzo del commissario,Fiction,False,False,False,False,False,[]
Mameli - Il ragazzo che sognò l'Italia,Fiction,False,True,True,False,True,['Mameli']
Mameli - Lezioni di Storia,Fiction,False,False,True,False,False,['Mameli']
Mamma per Caso,Fiction,False,False,False,False,False,[]
Marcinelle,Fiction,True,False,False,False,False,['Marcinelle']
Marco Polo,Fiction,False,True,True,False,True,['Marco Polo']
Marconi - L'uomo che ha connesso il mondo ,Fiction,False,False,True,False,True,['Marconi']
Mare fuori,Fiction,False,False,False,False,False,[]
Mare fuori #confessioni,Fiction,False,False,False,False,False,[]
Margherita delle stelle,Fiction,True,False,False,False,False,['Margherita']
Maria José - L'ultima regina,Fiction,True,False,False,False,False,"['Maria', 'José']"
Mascarìa,Fiction,False,False,False,False,False,[]
Mash-Up!,Fiction,False,False,False,False,False,[]
Mastro Don Gesualdo,Fiction,False,True,True,False,True,['Don Gesualdo']
Max e Hélène,Fiction,True,True,False,False,False,"['Max', 'Hélène']"
Medicina Generale,Fiction,False,False,False,False,False,[]
Mental,Fiction,False,False,False,False,False,[]
Mentre ero via,Fiction,False,False,False,False,False,[]
Mi hanno sputato nel milkshake,Fiction,False,False,False,False,False,[]
miacarabefana.it,Fiction,True,False,False,False,False,['Mia']
Mike,Fiction,False,True,False,False,False,['Mike']
Mina Settembre,Fiction,True,False,True,True,False,"['Mina', 'Settembre']"
Mister Ignis - L'operaio che fondò un impero,Fiction,False,False,True,False,False,['Ignis']
Mosè,Fiction,False,True,False,False,False,['Mosè']
Mosè (1995),Fiction,False,True,False,False,False,['Mosè']
Màkari,Fiction,False,False,False,False,False,[]
Napoleone a Sant'Elena,Fiction,False,True,False,False,False,['Napoleone']
Napoli milionaria! (2023),Fiction,False,False,False,False,False,[]
Naso di cane,Fiction,False,False,False,False,False,[]
Natale con papà,Fiction,False,False,False,False,False,[]
Natale in casa Cupiello (Film),Fiction,False,False,True,False,False,['Cupiello']
Nebbia in Valpadana,Fiction,False,False,False,False,False,[]
Nebbie e Delitti,Fiction,False,False,False,False,False,[]
Nel mondo di Alice,Fiction,True,False,False,False,False,['Alice']
Nel nome del popolo italiano,Fiction,False,False,False,False,False,[]
Nero a metà,Fiction,False,True,False,False,False,['Nero']
Nerone,Fiction,False,True,False,False,False,['Nerone']
Never too late,Fiction,False,False,False,False,False,[]
Noi,Fiction,True,False,False,False,False,['Noi']
Noi siamo leggenda,Fiction,False,False,False,False,False,[]
Non avere paura - Un'amicizia con Papa Wojtyla,Fiction,False,False,True,False,False,['Wojtyla']
Non dirlo al mio capo,Fiction,False,False,False,False,False,[]
Non ho tempo,Fiction,False,False,False,False,False,[]
Non lasciamoci più,Fiction,False,False,False,False,False,[]
Non mi lasciare,Fiction,False,False,False,False,False,[]
Non ti pago (2024),Fiction,False,False,False,False,False,[]
Non uccidere,Fiction,False,False,False,False,False,[]
Non è mai troppo tardi (fiction),Fiction,False,False,False,False,False,[]
Notte prima degli esami '82,Fiction,False,False,False,False,False,[]
Notti e nebbie,Fiction,False,False,False,False,False,[]
Nozze romane,Fiction,False,False,False,False,False,[]
Nudes,Fiction,False,False,False,False,False,[]
Né con te né senza di te,Fiction,False,False,False,False,False,[]
Odissea,Fiction,False,False,False,False,False,[]
Ognuno è perfetto,Fiction,False,False,False,False,False,[]
Orgoglio e pregiudizio,Fiction,False,False,False,False,False,[]
Padre Pio: tra cielo e terra,Fiction,False,True,False,False,False,['Pio']
Pane e Libertà - Giuseppe Di Vittorio,Fiction,False,True,True,False,True,"['Giuseppe', 'Di Vittorio', 'Giuseppe Di Vittorio']"
Paolo Borsellino - I 57 giorni,Fiction,False,True,True,False,True,"['Paolo', 'Borsellino', 'Paolo Borsellino']"
Papa Luciani - Il sorriso di Dio,Fiction,False,False,True,False,False,['Luciani']
Passeggeri notturni,Fiction,False,False,False,False,False,[]
Pazza Famiglia,Fiction,False,False,False,False,False,[]
Per amore del mio popolo,Fiction,False,False,False,False,False,[]
Per Elisa - Il caso Claps,Fiction,True,False,True,False,False,"['Elisa', 'Claps']"
Per un nuovo domani,Fiction,False,False,False,False,False,[]
Perlasca - Un eroe italiano,Fiction,False,False,True,False,False,['Perlasca']
Permette? Alberto Sordi,Fiction,False,True,True,False,True,['Alberto Sordi']
Persone serie,Fiction,False,False,False,False,False,[]
Pezzi unici,Fiction,False,False,False,False,False,[]
Philo Vance,Fiction,False,True,True,False,True,['Philo Vance']
Piazza Navona,Fiction,False,False,False,False,False,[]
Piccolo mondo antico,Fiction,False,False,False,False,False,[]
Pietro Mennea - La freccia del sud,Fiction,False,True,True,False,True,['Pietro Mennea']
Pinocchio (2009),Fiction,False,False,False,False,False,['Pinocchio']
Più leggero non basta,Fiction,False,False,False,False,False,[]
Pompei (2007),Fiction,False,False,False,False,False,[]
Prima che la notte,Fiction,False,False,False,False,False,[]
Pronto soccorso,Fiction,False,False,False,False,False,[]
Provaci ancora Prof!,Fiction,False,False,False,False,False,[]
Puccini,Fiction,False,False,True,False,False,['Puccini']
Purché finisca bene,Fiction,False,False,False,False,False,[]
Qualunque cosa succeda,Fiction,False,False,False,False,False,[]
Quaranta giorni di libertà,Fiction,False,False,False,False,False,[]
Quer pasticciaccio brutto de via Merulana,Fiction,False,False,False,False,False,[]
Questo nostro amore,Fiction,False,False,False,False,False,[]
Questo è il mio paese,Fiction,False,False,False,False,False,[]
